x,y,z,E0
0.0,0.0,3.581135114608003,-40.043589
0.41280544247001183,0.23832634212000683,3.52675813314933,-40.046868
0.825610884939997,0.47665268423999824,3.4112868508864675,-40.056674
1.2384163274100088,0.7149790263600051,3.36328844087611,-40.060875
1.6512217698799945,0.9533053684799967,3.4005562839002024,-40.059187
2.064027212350006,1.1916317106000034,3.400399590827215,-40.059187
2.476807886493453,1.4299580527199949,3.363404858105105,-40.06071
2.889638097290003,1.6682843948400017,3.41402149007742,-40.056676
3.302443539759988,1.9066107369599932,3.5244096174000275,-40.046848
