# Tetrahedron method
       -5.7120642274        0.0000000000
       -5.4233214902        0.0000000000
       -5.1345787529        0.0000000000
       -4.8458360157        0.0000000000
       -4.5570932784        0.0000000000
       -4.2683505411        0.0000000000
       -3.9796078039        0.0000000000
       -3.6908650666        0.0000000000
       -3.4021223294        0.0000000000
       -3.1133795921        0.0000000000
       -2.8246368548        0.0000000000
       -2.5358941176        0.0000000000
       -2.2471513803        0.0000000000
       -1.9584086431        0.0000000000
       -1.6696659058        0.0000000000
       -1.3809231686        0.0000000000
       -1.0921804313        0.0000000000
       -0.8034376940        0.1715022500
       -0.5146949568        0.0425522029
       -0.2259522195        0.0255505458
        0.0627905177        0.0173327375
        0.3515332550        0.0179652527
        0.6402759923        0.0246107780
        0.9290187295        0.0306694727
        1.2177614668        0.0340720488
        1.5065042040        0.0406309772
        1.7952469413        0.0429455091
        2.0839896785        0.0452257949
        2.3727324158        0.0469903966
        2.6614751531        0.0492550256
        2.9502178903        0.0512137974
        3.2389606276        0.0526755832
        3.5277033648        0.0540900721
        3.8164461021        0.0554448553
        4.1051888394        0.0571825897
        4.3939315766        0.0588281694
        4.6826743139        0.0603740327
        4.9714170511        0.0619875310
        5.2601597884        0.0636465492
        5.5489025256        0.0652348515
        5.8376452629        0.0669311427
        6.1263880002        0.0684251026
        6.4151307374        0.0698496293
        6.7038734747        0.0722929280
        6.9926162119        0.0740485724
        7.2813589492        0.0757086153
        7.5701016865        0.0777850484
        7.8588444237        0.0797874729
        8.1475871610        0.0817953050
        8.4363298982        0.0840607455
        8.7250726355        0.0862164135
        9.0138153727        0.0887924084
        9.3025581100        0.0914717387
        9.5913008473        0.0937856087
        9.8800435845        0.0966769348
       10.1687863218        0.0993902437
       10.4575290590        0.1024019014
       10.7462717963        0.1064106388
       11.0350145336        0.1099355834
       11.3237572708        0.1134053024
       11.6125000081        0.1189529001
       11.9012427453        0.1238529333
       12.1899854826        0.1303506198
       12.4787282198        0.1379045415
       12.7674709571        0.1484075540
       13.0562136944        0.1661133519
       13.3449564316        0.1993082014
       13.6336991689        0.2016081260
       13.9224419061        0.1179169621
       14.2111846434        0.1029477230
       14.4999273807        0.0917774292
       14.7886701179        0.0819241246
       15.0774128552        0.0749214014
       15.3661555924        0.0659210579
       15.6548983297        0.0625817875
       15.9436410669        0.0644487275
       16.2323838042        0.0721116348
       16.5211265415        0.0859324459
       16.8098692787        0.0953014207
       17.0986120160        0.1053291419
       17.3873547532        0.1186776009
       17.6760974905        0.1330322331
       17.9648402278        0.1497279536
       18.2535829650        0.1659724155
       18.5423257023        0.2080114636
       18.8310684395        0.2612790303
       19.1198111768        0.2725108458
       19.4085539140        0.3083366225
       19.6972966513        0.2447794539
       19.9860393886        0.2150453496
       20.2747821258        0.1962305622
       20.5635248631        0.1863700365
       20.8522676003        0.1968213091
       21.1410103376        0.1966504675
       21.4297530749        0.1773824976
       21.7184958121        0.1331364861
       22.0072385494        0.1885890193
       22.2959812866        0.1781511549
       22.5847240239        0.1722105502
       22.8734667611        0.1680447583
       23.1622094984        0.1698182250
       23.4509522357        0.1723088158
       23.7396949729        0.1768615104
       24.0284377102        0.1920611963
       24.3171804474        0.0797082794
       24.6059231847        0.1854213247
       24.8946659220        0.2136340053
       25.1834086592        0.1950482869
       25.4721513965        0.2086939617
       25.7608941337        0.2272670917
       26.0496368710        0.2833279529
       26.3383796082        0.0602268889
       26.6271223455        0.0594406510
       26.9158650828        0.0595012276
       27.2046078200        0.0592199388
       27.4933505573        0.0584154840
       27.7820932945        0.0577647483
       28.0708360318        0.0588776992
       28.3595787691        0.0578933264
       28.6483215063        0.0572949319
       28.9370642436        0.0582833672
       29.2258069808        0.0578336743
       29.5145497181        0.0559074392
       29.8032924553        0.0445516141
       30.0920351926        0.0441960466
       30.3807779299        0.0451533103
       30.6695206671        0.0459355882
       30.9582634044        0.0480079831
       31.2470061416        0.0492200423
       31.5357488789        0.0501159132
       31.8244916162        0.0524546215
       32.1132343534        0.0534197471
       32.4019770907        0.0554195233
       32.6907198279        0.0569925985
       32.9794625652        0.0578997547
       33.2682053024        0.0606435720
       33.5569480397        0.0617245085
       33.8456907770        0.0640995476
       34.1344335142        0.0656777224
       34.4231762515        0.0672695180
       34.7119189887        0.0698772036
       35.0006617260        0.0709632833
       35.2894044633        0.0743929723
       35.5781472005        0.0761008601
       35.8668899378        0.0803895262
       36.1556326750        0.0832435407
       36.4443754123        0.0894819929
       36.7331181495        0.0907347232
       37.0218608868        0.1121145074
       37.3106036241        0.1103153305
       37.5993463613        0.1089600725
       37.8880890986        0.1164501082
       38.1768318358        0.1207711831
       38.4655745731        0.1256152718
       38.7543173104        0.1272017502
       39.0430600476        0.1320333330
       39.3318027849        0.1373911286
       39.6205455221        0.1391089212
       39.9092882594        0.1372035763
       40.1980309966        0.1596828196
       40.4867737339        0.1707300678
       40.7755164712        0.1987119663
       41.0642592084        0.3613897378
       41.3530019457        0.2627679122
       41.6417446829        0.2093935647
       41.9304874202        0.1963630583
       42.2192301575        0.1886161486
       42.5079728947        0.1863859526
       42.7967156320        0.1814301929
       43.0854583692        0.1834568180
       43.3742011065        0.1820684002
       43.6629438437        0.1856927125
       43.9516865810        0.1934633487
       44.2404293183        0.1949788965
       44.5291720555        0.2052430862
       44.8179147928        0.2243018057
       45.1066575300        0.2503427821
       45.3954002673        0.3486616620
       45.6841430046        0.1592408494
       45.9728857418        0.1760922612
       46.2616284791        0.1958004009
       46.5503712163        0.2328565935
       46.8391139536        0.3137591708
       47.1278566908        0.6258290527
